Species,PokeAPIName,Move,Level,Type,Reason,SourceGen
Clefable,clefable,Secret Power,,Normal,TM/HM,6
Clefable,clefable,Hyper Voice,,Normal,TM/HM,9
Clefable,clefable,Fake Tears,,Dark,TM/HM,9
Clefable,clefable,Tickle,,Normal,Egg,9
Clefable,clefable,Cosmic Power,,Psychic,TM/HM,8
Clefable,clefable,Cosmic Power,,Psychic,Egg,9
Clefable,clefable,Bounce,,Flying,TM/HM,8
Clefable,clefable,Magical Leaf,,Grass,TM/HM,9
Clefable,clefable,Shock Wave,,Electric,TM/HM,8
Clefable,clefable,Water Pulse,,Water,TM/HM,9
Clefable,clefable,Gravity,,Psychic,TM/HM,9
Clefable,clefable,Gravity,,Psychic,Egg,9
Clefable,clefable,Healing Wish,,Psychic,Egg,9
Clefable,clefable,Copycat,,Normal,Egg,9
Clefable,clefable,Drain Punch,,Fighting,TM/HM,9
Clefable,clefable,Zen Headbutt,,Psychic,TM/HM,9
Clefable,clefable,Stealth Rock,,Rock,TM/HM,9
Clefable,clefable,Wonder Room,,Psychic,TM/HM,8
Clefable,clefable,After You,,Normal,Egg,9
Clefable,clefable,Stored Power,,Psychic,TM/HM,9
Clefable,clefable,Stored Power,,Psychic,Egg,9
Clefable,clefable,Ally Switch,,Psychic,TM/HM,8
Clefable,clefable,Heal Pulse,,Psychic,Egg,9
Clefable,clefable,Work Up,,Normal,TM/HM,8
Clefable,clefable,Disarming Voice,,Fairy,TM/HM,9
Clefable,clefable,Disarming Voice,,Fairy,Egg,9
Clefable,clefable,Draining Kiss,,Fairy,TM/HM,9
Clefable,clefable,Misty Terrain,,Fairy,TM/HM,9
Clefable,clefable,Play Rough,,Fairy,TM/HM,9
Clefable,clefable,Mystical Fire,,Fire,TM/HM,8
Clefable,clefable,Laser Focus,,Normal,Tutor,7
Clefable,clefable,Meteor Beam,,Rock,TM/HM,9
Clefable,clefable,Meteor Beam,,Rock,Tutor,8
Clefable,clefable,Misty Explosion,,Fairy,TM/HM,9
Clefable,clefable,Misty Explosion,,Fairy,Tutor,8
Clefable,clefable,Dual Wingbeat,,Flying,TM/HM,9
Clefable,clefable,Dual Wingbeat,,Flying,Tutor,8
Clefable,clefable,Tera Blast,,Normal,TM/HM,9
Clefable,clefable,Chilling Water,,Water,TM/HM,9
Clefable,clefable,Alluring Voice,,Fairy,TM/HM,9
Vulpix,vulpix,Tackle,1,Normal,MissingInGen9FromEarlierGen,7
Vulpix,vulpix,Tail Whip,1,Normal,EarlyAndLaterPair,7
Vulpix,vulpix,Roar,28,Normal,MissingInGen9FromEarlierGen,7
Vulpix,vulpix,Ember,7,Fire,EarlyAndLaterPair,7
Vulpix,vulpix,Flame Wheel,15,Fire,MissingInGen9FromEarlierGen,8
Vulpix,vulpix,Grudge,52,Ghost,MissingInGen9FromEarlierGen,8
Vulpix,vulpix,Nasty Plot,9,Dark,MissingInGen9FromEarlierGen,8
Vulpix,vulpix,Hex,21,Ghost,MissingInGen9FromEarlierGen,8
Vulpix,vulpix,Headbutt,,Normal,TM/HM,7
Vulpix,vulpix,Body Slam,,Normal,TM/HM,9
Vulpix,vulpix,Take Down,,Normal,TM/HM,9
Vulpix,vulpix,Double-Edge,,Normal,TM/HM,9
Vulpix,vulpix,Roar,,Normal,Egg,9
Vulpix,vulpix,Flamethrower,,Fire,Tutor,8
Vulpix,vulpix,Fire Spin,,Fire,TM/HM,9
Vulpix,vulpix,Agility,,Psychic,TM/HM,9
Vulpix,vulpix,Confuse Ray,,Ghost,TM/HM,9
Vulpix,vulpix,Reflect,,Psychic,TM/HM,7
Vulpix,vulpix,Swift,,Normal,TM/HM,9
Vulpix,vulpix,Rest,,Psychic,Tutor,8
Vulpix,vulpix,Snore,,Normal,TM/HM,8
Vulpix,vulpix,Spite,,Ghost,TM/HM,9
Vulpix,vulpix,Endure,,Normal,TM/HM,9
Vulpix,vulpix,Charm,,Fairy,TM/HM,9
Vulpix,vulpix,Pain Split,,Normal,TM/HM,9
Vulpix,vulpix,Baton Pass,,Normal,TM/HM,9
Vulpix,vulpix,Encore,,Normal,TM/HM,9
Vulpix,vulpix,Iron Tail,,Steel,TM/HM,8
Vulpix,vulpix,Heat Wave,,Fire,TM/HM,9
Vulpix,vulpix,Memento,,Dark,Egg,9
Vulpix,vulpix,Helping Hand,,Normal,TM/HM,9
Vulpix,vulpix,Imprison,,Psychic,TM/HM,9
Vulpix,vulpix,Secret Power,,Normal,TM/HM,6
Vulpix,vulpix,Weather Ball,,Normal,TM/HM,9
Vulpix,vulpix,Healing Wish,,Psychic,Egg,9
Vulpix,vulpix,Power Swap,,Psychic,TM/HM,8
Vulpix,vulpix,Flare Blitz,,Fire,TM/HM,9
Vulpix,vulpix,Energy Ball,,Grass,Tutor,8
Vulpix,vulpix,Nasty Plot,,Dark,TM/HM,9
Vulpix,vulpix,Zen Headbutt,,Psychic,TM/HM,9
Vulpix,vulpix,Flame Charge,,Fire,Egg,9
Vulpix,vulpix,Foul Play,,Dark,TM/HM,9
Vulpix,vulpix,Hex,,Ghost,TM/HM,9
Vulpix,vulpix,Tail Slap,,Normal,TM/HM,8
Vulpix,vulpix,Snarl,,Dark,TM/HM,9
Vulpix,vulpix,Confide,,Normal,TM/HM,7
Vulpix,vulpix,Mystical Fire,,Fire,TM/HM,8
Vulpix,vulpix,Mystical Fire,,Fire,Tutor,8
Vulpix,vulpix,Baby-Doll Eyes,,Fairy,Tutor,8
Vulpix,vulpix,Baby-Doll Eyes,,Fairy,Egg,9
Vulpix,vulpix,Burning Jealousy,,Fire,TM/HM,9
Vulpix,vulpix,Burning Jealousy,,Fire,Tutor,8
Vulpix,vulpix,Tera Blast,,Normal,TM/HM,9
Ninetales,ninetales,Tackle,1,Normal,MissingInGen9FromEarlierGen,7
Ninetales,ninetales,Disable,1,Normal,MissingInGen9FromEarlierGen,8
Ninetales,ninetales,Flamethrower,1,Fire,EarlyAndLaterPair,8
Ninetales,ninetales,Flamethrower,37,Fire,EarlyAndLaterPair,8
Ninetales,ninetales,Fire Spin,1,Fire,MissingInGen9FromEarlierGen,8
Ninetales,ninetales,Hypnosis,1,Psychic,MissingInGen9FromEarlierGen,7
Ninetales,ninetales,Quick Attack,1,Normal,EarlyAndLaterPair,8
Ninetales,ninetales,Quick Attack,5,Normal,EarlyAndLaterPair,8
Ninetales,ninetales,Confuse Ray,1,Ghost,MissingInGen9FromEarlierGen,8
Ninetales,ninetales,Fire Blast,1,Fire,MissingInGen9FromEarlierGen,8
Ninetales,ninetales,Fire Blast,47,Fire,MissingInGen9FromEarlierGen,8
Ninetales,ninetales,Flame Wheel,15,Fire,MissingInGen9FromEarlierGen,8
Ninetales,ninetales,Spite,1,Ghost,MissingInGen9FromEarlierGen,8
Ninetales,ninetales,Safeguard,1,Normal,MissingInGen9FromEarlierGen,8
Ninetales,ninetales,Will-O-Wisp,1,Fire,MissingInGen9FromEarlierGen,8
Ninetales,ninetales,Imprison,1,Psychic,MissingInGen9FromEarlierGen,8
Ninetales,ninetales,Grudge,1,Ghost,MissingInGen9FromEarlierGen,8
Ninetales,ninetales,Extrasensory,1,Psychic,MissingInGen9FromEarlierGen,8
Ninetales,ninetales,Extrasensory,29,Psychic,MissingInGen9FromEarlierGen,8
Ninetales,ninetales,Nasty Plot,1,Dark,MissingInGen9FromEarlierGen,8
Ninetales,ninetales,Nasty Plot,9,Dark,MissingInGen9FromEarlierGen,8
Ninetales,ninetales,Hex,21,Ghost,MissingInGen9FromEarlierGen,8
Ninetales,ninetales,Incinerate,1,Fire,MissingInGen9FromEarlierGen,8
Ninetales,ninetales,Inferno,1,Fire,MissingInGen9FromEarlierGen,8
Ninetales,ninetales,Headbutt,,Normal,TM/HM,7
Ninetales,ninetales,Body Slam,,Normal,TM/HM,9
Ninetales,ninetales,Take Down,,Normal,TM/HM,9
Ninetales,ninetales,Double-Edge,,Normal,TM/HM,9
Ninetales,ninetales,Roar,,Normal,Egg,9
Ninetales,ninetales,Hyper Beam,,Normal,Tutor,8
Ninetales,ninetales,Fire Spin,,Fire,TM/HM,9
Ninetales,ninetales,Hypnosis,,Psychic,Egg,9
Ninetales,ninetales,Agility,,Psychic,TM/HM,9
Ninetales,ninetales,Night Shade,,Ghost,TM/HM,9
Ninetales,ninetales,Confuse Ray,,Ghost,TM/HM,9
Ninetales,ninetales,Reflect,,Psychic,TM/HM,7
Ninetales,ninetales,Swift,,Normal,TM/HM,9
Ninetales,ninetales,Rest,,Psychic,Tutor,8
Ninetales,ninetales,Snore,,Normal,TM/HM,8
Ninetales,ninetales,Flail,,Normal,Egg,9
Ninetales,ninetales,Spite,,Ghost,TM/HM,9
Ninetales,ninetales,Endure,,Normal,TM/HM,9
Ninetales,ninetales,Charm,,Fairy,TM/HM,9
Ninetales,ninetales,Pain Split,,Normal,TM/HM,9
Ninetales,ninetales,Baton Pass,,Normal,TM/HM,9
Ninetales,ninetales,Encore,,Normal,TM/HM,9
Ninetales,ninetales,Iron Tail,,Steel,TM/HM,8
Ninetales,ninetales,Shadow Ball,,Ghost,TM/HM,9
Ninetales,ninetales,Shadow Ball,,Ghost,Tutor,8
Ninetales,ninetales,Heat Wave,,Fire,TM/HM,9
Ninetales,ninetales,Memento,,Dark,Egg,9
Ninetales,ninetales,Helping Hand,,Normal,TM/HM,9
Ninetales,ninetales,Imprison,,Psychic,TM/HM,9
Ninetales,ninetales,Secret Power,,Normal,TM/HM,6
Ninetales,ninetales,Weather Ball,,Normal,TM/HM,9
Ninetales,ninetales,Fake Tears,,Dark,TM/HM,9
Ninetales,ninetales,Howl,,Normal,Egg,9
Ninetales,ninetales,Calm Mind,,Psychic,Tutor,8
Ninetales,ninetales,Healing Wish,,Psychic,Egg,9
Ninetales,ninetales,Power Swap,,Psychic,TM/HM,8
Ninetales,ninetales,Flare Blitz,,Fire,TM/HM,9
Ninetales,ninetales,Energy Ball,,Grass,Tutor,8
Ninetales,ninetales,Giga Impact,,Normal,Tutor,8
Ninetales,ninetales,Nasty Plot,,Dark,TM/HM,9
Ninetales,ninetales,Zen Headbutt,,Psychic,TM/HM,9
Ninetales,ninetales,Flame Charge,,Fire,Egg,9
Ninetales,ninetales,Foul Play,,Dark,TM/HM,9
Ninetales,ninetales,Stored Power,,Psychic,TM/HM,9
Ninetales,ninetales,Hex,,Ghost,TM/HM,9
Ninetales,ninetales,Tail Slap,,Normal,TM/HM,8
Ninetales,ninetales,Snarl,,Dark,TM/HM,9
Ninetales,ninetales,Confide,,Normal,TM/HM,7
Ninetales,ninetales,Mystical Fire,,Fire,TM/HM,8
Ninetales,ninetales,Mystical Fire,,Fire,Tutor,8
Ninetales,ninetales,Baby-Doll Eyes,,Fairy,Tutor,8
Ninetales,ninetales,Baby-Doll Eyes,,Fairy,Egg,9
Ninetales,ninetales,Laser Focus,,Normal,Tutor,7
Ninetales,ninetales,Burning Jealousy,,Fire,TM/HM,9
Ninetales,ninetales,Burning Jealousy,,Fire,Tutor,8
Ninetales,ninetales,Scorching Sands,,Ground,TM/HM,9
Ninetales,ninetales,Scorching Sands,,Ground,Tutor,8
Ninetales,ninetales,Tera Blast,,Normal,TM/HM,9
Jigglypuff,jigglypuff,Pound,1,Normal,EarlyAndLaterPair,7
Jigglypuff,jigglypuff,Pound,5,Normal,EarlyAndLaterPair,7
Jigglypuff,jigglypuff,Double Slap,17,Normal,MissingInGen9FromEarlierGen,7
Jigglypuff,jigglypuff,Disable,1,Normal,EarlyAndLaterPair,7
Jigglypuff,jigglypuff,Disable,16,Normal,EarlyAndLaterPair,7
Jigglypuff,jigglypuff,Defense Curl,1,Normal,EarlyAndLaterPair,7
Jigglypuff,jigglypuff,Defense Curl,6,Normal,EarlyAndLaterPair,7
Jigglypuff,jigglypuff,Bide,10,Normal,MissingInGen9FromEarlierGen,7
Jigglypuff,jigglypuff,Rollout,20,Rock,MissingInGen9FromEarlierGen,7
Jigglypuff,jigglypuff,Wake-Up Slap,27,Fighting,MissingInGen9FromEarlierGen,7
Jigglypuff,jigglypuff,Disarming Voice,1,Fairy,EarlyAndLaterPair,7
Jigglypuff,jigglypuff,Disarming Voice,11,Fairy,EarlyAndLaterPair,7
Jigglypuff,jigglypuff,Play Rough,40,Fairy,MissingInGen9FromEarlierGen,8
Jigglypuff,jigglypuff,Play Nice,9,Normal,MissingInGen9FromEarlierGen,7
Jigglypuff,jigglypuff,Mega Punch,,Normal,TM/HM,8
Jigglypuff,jigglypuff,Fire Punch,,Fire,TM/HM,9
Jigglypuff,jigglypuff,Ice Punch,,Ice,TM/HM,9
Jigglypuff,jigglypuff,Thunder Punch,,Electric,TM/HM,9
Jigglypuff,jigglypuff,Mega Kick,,Normal,TM/HM,8
Jigglypuff,jigglypuff,Headbutt,,Normal,TM/HM,7
Jigglypuff,jigglypuff,Body Slam,,Normal,TM/HM,9
Jigglypuff,jigglypuff,Take Down,,Normal,TM/HM,9
Jigglypuff,jigglypuff,Double-Edge,,Normal,TM/HM,9
Jigglypuff,jigglypuff,Seismic Toss,,Fighting,TM/HM,7
Jigglypuff,jigglypuff,Teleport,,Psychic,TM/HM,7
Jigglypuff,jigglypuff,Screech,,Normal,TM/HM,8
Jigglypuff,jigglypuff,Metronome,,Normal,TM/HM,9
Jigglypuff,jigglypuff,Self Destruct,,Normal,TM/HM,8
Jigglypuff,jigglypuff,Swift,,Normal,TM/HM,9
Jigglypuff,jigglypuff,Amnesia,,Psychic,TM/HM,9
Jigglypuff,jigglypuff,Tri Attack,,Normal,TM/HM,8
Jigglypuff,jigglypuff,Thief,,Dark,TM/HM,9
Jigglypuff,jigglypuff,Snore,,Normal,TM/HM,8
Jigglypuff,jigglypuff,Icy Wind,,Ice,TM/HM,9
Jigglypuff,jigglypuff,Sandstorm,,Rock,TM/HM,9
Jigglypuff,jigglypuff,Endure,,Normal,TM/HM,9
Jigglypuff,jigglypuff,Charm,,Fairy,TM/HM,9
Jigglypuff,jigglypuff,Pain Split,,Normal,TM/HM,9
Jigglypuff,jigglypuff,Baton Pass,,Normal,TM/HM,9
Jigglypuff,jigglypuff,Encore,,Normal,TM/HM,9
Jigglypuff,jigglypuff,Uproar,,Normal,TM/HM,9
Jigglypuff,jigglypuff,Focus Punch,,Fighting,TM/HM,9
Jigglypuff,jigglypuff,Taunt,,Dark,TM/HM,9
Jigglypuff,jigglypuff,Helping Hand,,Normal,TM/HM,9
Jigglypuff,jigglypuff,Recycle,,Normal,TM/HM,8
Jigglypuff,jigglypuff,Knock Off,,Dark,TM/HM,9
Jigglypuff,jigglypuff,Endeavor,,Normal,TM/HM,9
Jigglypuff,jigglypuff,Skill Swap,,Psychic,TM/HM,9
Jigglypuff,jigglypuff,Secret Power,,Normal,TM/HM,6
Jigglypuff,jigglypuff,Hyper Voice,,Normal,TM/HM,9
Jigglypuff,jigglypuff,Fake Tears,,Dark,TM/HM,9
Jigglypuff,jigglypuff,Bounce,,Flying,TM/HM,8
Jigglypuff,jigglypuff,Magical Leaf,,Grass,TM/HM,9
Jigglypuff,jigglypuff,Calm Mind,,Psychic,TM/HM,9
Jigglypuff,jigglypuff,Shock Wave,,Electric,TM/HM,8
Jigglypuff,jigglypuff,Water Pulse,,Water,TM/HM,9
Jigglypuff,jigglypuff,Gravity,,Psychic,TM/HM,9
Jigglypuff,jigglypuff,Dark Pulse,,Dark,TM/HM,9
Jigglypuff,jigglypuff,Drain Punch,,Fighting,TM/HM,9
Jigglypuff,jigglypuff,Energy Ball,,Grass,TM/HM,9
Jigglypuff,jigglypuff,Nasty Plot,,Dark,TM/HM,9
Jigglypuff,jigglypuff,Zen Headbutt,,Psychic,TM/HM,9
Jigglypuff,jigglypuff,Stealth Rock,,Rock,TM/HM,9
Jigglypuff,jigglypuff,Psyshock,,Psychic,TM/HM,9
Jigglypuff,jigglypuff,Telekinesis,,Psychic,Tutor,7
Jigglypuff,jigglypuff,Stored Power,,Psychic,TM/HM,9
Jigglypuff,jigglypuff,Ally Switch,,Psychic,TM/HM,8
Jigglypuff,jigglypuff,Ally Switch,,Psychic,Tutor,7
Jigglypuff,jigglypuff,Work Up,,Normal,TM/HM,8
Jigglypuff,jigglypuff,Disarming Voice,,Fairy,TM/HM,9
Jigglypuff,jigglypuff,Draining Kiss,,Fairy,TM/HM,9
Jigglypuff,jigglypuff,Misty Terrain,,Fairy,TM/HM,9
Jigglypuff,jigglypuff,Play Rough,,Fairy,TM/HM,9
Jigglypuff,jigglypuff,Dazzling Gleam,,Fairy,TM/HM,9
Jigglypuff,jigglypuff,Body Press,,Fighting,TM/HM,9
Jigglypuff,jigglypuff,Steel Roller,,Steel,Tutor,8
Jigglypuff,jigglypuff,Misty Explosion,,Fairy,TM/HM,9
Jigglypuff,jigglypuff,Misty Explosion,,Fairy,Tutor,8
Jigglypuff,jigglypuff,Tera Blast,,Normal,TM/HM,9
Jigglypuff,jigglypuff,Ice Spinner,,Ice,TM/HM,9
Jigglypuff,jigglypuff,Trailblaze,,Grass,TM/HM,9
Jigglypuff,jigglypuff,Chilling Water,,Water,TM/HM,9
Jigglypuff,jigglypuff,Alluring Voice,,Fairy,TM/HM,9
Jigglypuff,jigglypuff,Psychic Noise,,Psychic,TM/HM,9
Wigglytuff,wigglytuff,Double Slap,1,Normal,MissingInGen9FromEarlierGen,7
Wigglytuff,wigglytuff,Minimize,1,Normal,MissingInGen9FromEarlierGen,7
Wigglytuff,wigglytuff,Bide,1,Normal,MissingInGen9FromEarlierGen,7
Wigglytuff,wigglytuff,Play Rough,1,Fairy,EarlyAndLaterPair,9
Wigglytuff,wigglytuff,Play Rough,5,Fairy,EarlyAndLaterPair,9
Wigglytuff,wigglytuff,Mega Punch,,Normal,TM/HM,8
Wigglytuff,wigglytuff,Fire Punch,,Fire,TM/HM,9
Wigglytuff,wigglytuff,Ice Punch,,Ice,TM/HM,9
Wigglytuff,wigglytuff,Thunder Punch,,Electric,TM/HM,9
Wigglytuff,wigglytuff,Mega Kick,,Normal,TM/HM,8
Wigglytuff,wigglytuff,Headbutt,,Normal,TM/HM,7
Wigglytuff,wigglytuff,Body Slam,,Normal,TM/HM,9
Wigglytuff,wigglytuff,Take Down,,Normal,TM/HM,9
Wigglytuff,wigglytuff,Double-Edge,,Normal,TM/HM,9
Wigglytuff,wigglytuff,Seismic Toss,,Fighting,TM/HM,7
Wigglytuff,wigglytuff,Teleport,,Psychic,TM/HM,7
Wigglytuff,wigglytuff,Screech,,Normal,TM/HM,8
Wigglytuff,wigglytuff,Metronome,,Normal,TM/HM,9
Wigglytuff,wigglytuff,Self Destruct,,Normal,TM/HM,8
Wigglytuff,wigglytuff,Swift,,Normal,TM/HM,9
Wigglytuff,wigglytuff,Amnesia,,Psychic,TM/HM,9
Wigglytuff,wigglytuff,Tri Attack,,Normal,TM/HM,8
Wigglytuff,wigglytuff,Thief,,Dark,TM/HM,9
Wigglytuff,wigglytuff,Snore,,Normal,TM/HM,8
Wigglytuff,wigglytuff,Icy Wind,,Ice,TM/HM,9
Wigglytuff,wigglytuff,Sandstorm,,Rock,TM/HM,9
Wigglytuff,wigglytuff,Endure,,Normal,TM/HM,9
Wigglytuff,wigglytuff,Charm,,Fairy,TM/HM,9
Wigglytuff,wigglytuff,Pain Split,,Normal,TM/HM,9
Wigglytuff,wigglytuff,Baton Pass,,Normal,TM/HM,9
Wigglytuff,wigglytuff,Encore,,Normal,TM/HM,9
Wigglytuff,wigglytuff,Uproar,,Normal,TM/HM,9
Wigglytuff,wigglytuff,Focus Punch,,Fighting,TM/HM,9
Wigglytuff,wigglytuff,Taunt,,Dark,TM/HM,9
Wigglytuff,wigglytuff,Helping Hand,,Normal,TM/HM,9
Wigglytuff,wigglytuff,Recycle,,Normal,TM/HM,8
Wigglytuff,wigglytuff,Knock Off,,Dark,TM/HM,9
Wigglytuff,wigglytuff,Endeavor,,Normal,TM/HM,9
Wigglytuff,wigglytuff,Skill Swap,,Psychic,TM/HM,9
Wigglytuff,wigglytuff,Secret Power,,Normal,TM/HM,6
Wigglytuff,wigglytuff,Hyper Voice,,Normal,TM/HM,9
Wigglytuff,wigglytuff,Fake Tears,,Dark,TM/HM,9
Wigglytuff,wigglytuff,Bounce,,Flying,TM/HM,8
Wigglytuff,wigglytuff,Magical Leaf,,Grass,TM/HM,9
Wigglytuff,wigglytuff,Calm Mind,,Psychic,TM/HM,9
Wigglytuff,wigglytuff,Shock Wave,,Electric,TM/HM,8
Wigglytuff,wigglytuff,Water Pulse,,Water,TM/HM,9
Wigglytuff,wigglytuff,Gravity,,Psychic,TM/HM,9
Wigglytuff,wigglytuff,Dark Pulse,,Dark,TM/HM,9
Wigglytuff,wigglytuff,Drain Punch,,Fighting,TM/HM,9
Wigglytuff,wigglytuff,Energy Ball,,Grass,TM/HM,9
Wigglytuff,wigglytuff,Nasty Plot,,Dark,TM/HM,9
Wigglytuff,wigglytuff,Zen Headbutt,,Psychic,TM/HM,9
Wigglytuff,wigglytuff,Stealth Rock,,Rock,TM/HM,9
Wigglytuff,wigglytuff,Psyshock,,Psychic,TM/HM,9
Wigglytuff,wigglytuff,Telekinesis,,Psychic,Tutor,7
Wigglytuff,wigglytuff,Magic Room,,Psychic,TM/HM,8
Wigglytuff,wigglytuff,Stored Power,,Psychic,TM/HM,9
Wigglytuff,wigglytuff,Ally Switch,,Psychic,TM/HM,8
Wigglytuff,wigglytuff,Ally Switch,,Psychic,Tutor,7
Wigglytuff,wigglytuff,Work Up,,Normal,TM/HM,8
Wigglytuff,wigglytuff,Disarming Voice,,Fairy,TM/HM,9
Wigglytuff,wigglytuff,Draining Kiss,,Fairy,TM/HM,9
Wigglytuff,wigglytuff,Misty Terrain,,Fairy,TM/HM,9
Wigglytuff,wigglytuff,Play Rough,,Fairy,TM/HM,9
Wigglytuff,wigglytuff,Dazzling Gleam,,Fairy,TM/HM,9
Wigglytuff,wigglytuff,Laser Focus,,Normal,Tutor,7
Wigglytuff,wigglytuff,Body Press,,Fighting,TM/HM,9
Wigglytuff,wigglytuff,Expanding Force,,Psychic,TM/HM,9
Wigglytuff,wigglytuff,Expanding Force,,Psychic,Tutor,8
Wigglytuff,wigglytuff,Steel Roller,,Steel,Tutor,8
Wigglytuff,wigglytuff,Misty Explosion,,Fairy,TM/HM,9
Wigglytuff,wigglytuff,Misty Explosion,,Fairy,Tutor,8
Wigglytuff,wigglytuff,Tera Blast,,Normal,TM/HM,9
Wigglytuff,wigglytuff,Ice Spinner,,Ice,TM/HM,9
Wigglytuff,wigglytuff,Trailblaze,,Grass,TM/HM,9
Wigglytuff,wigglytuff,Chilling Water,,Water,TM/HM,9
Wigglytuff,wigglytuff,Alluring Voice,,Fairy,TM/HM,9
Wigglytuff,wigglytuff,Psychic Noise,,Psychic,TM/HM,9
Zubat,zubat,Gust,1,Flying,MissingInGen9FromEarlierGen,8
Zubat,zubat,Bite,30,Dark,MissingInGen9FromEarlierGen,8
Zubat,zubat,Supersonic,1,Normal,MissingInGen9FromEarlierGen,8
Zubat,zubat,Absorb,1,Grass,MissingInGen9FromEarlierGen,8
Zubat,zubat,Toxic,28,Poison,MissingInGen9FromEarlierGen,7
Zubat,zubat,Hypnosis,6,Psychic,MissingInGen9FromEarlierGen,8
Zubat,zubat,Confuse Ray,45,Ghost,MissingInGen9FromEarlierGen,8
Zubat,zubat,Leech Life,55,Bug,MissingInGen9FromEarlierGen,8
Zubat,zubat,Mean Look,10,Normal,MissingInGen9FromEarlierGen,8
Zubat,zubat,Poison Fang,15,Poison,MissingInGen9FromEarlierGen,8
Zubat,zubat,Astonish,5,Ghost,MissingInGen9FromEarlierGen,8
Zubat,zubat,Air Cutter,25,Flying,MissingInGen9FromEarlierGen,8
Zubat,zubat,Air Slash,50,Flying,MissingInGen9FromEarlierGen,8
Zubat,zubat,Cross Poison,25,Poison,MissingInGen9FromEarlierGen,8
Zubat,zubat,Venoshock,40,Poison,MissingInGen9FromEarlierGen,8
Zubat,zubat,Quick Guard,20,Fighting,MissingInGen9FromEarlierGen,8
Zubat,zubat,Wing Attack,,Flying,Egg,8
Zubat,zubat,Headbutt,,Normal,TM/HM,7
Zubat,zubat,Mega Drain,,Grass,TM/HM,7
Zubat,zubat,Agility,,Psychic,TM/HM,8
Zubat,zubat,Swift,,Normal,TM/HM,8
Zubat,zubat,Leech Life,,Bug,TM/HM,8
Zubat,zubat,Snore,,Normal,TM/HM,8
Zubat,zubat,Giga Drain,,Grass,TM/HM,8
Zubat,zubat,Endure,,Normal,TM/HM,8
Zubat,zubat,Crunch,,Dark,TM/HM,8
Zubat,zubat,Uproar,,Normal,TM/HM,8
Zubat,zubat,Heat Wave,,Fire,TM/HM,8
Zubat,zubat,Secret Power,,Normal,TM/HM,6
Zubat,zubat,Pluck,,Flying,TM/HM,8
Zubat,zubat,Assurance,,Dark,TM/HM,8
Zubat,zubat,Air Slash,,Flying,TM/HM,8
Zubat,zubat,Brave Bird,,Flying,TM/HM,8
Zubat,zubat,Nasty Plot,,Dark,TM/HM,8
Zubat,zubat,Zen Headbutt,,Psychic,TM/HM,8
Zubat,zubat,Defog,,Flying,TM/HM,8
Zubat,zubat,Defog,,Flying,Tutor,7
Zubat,zubat,Confide,,Normal,TM/HM,7
Zubat,zubat,Venom Drench,,Poison,TM/HM,8
Zubat,zubat,Dual Wingbeat,,Flying,Tutor,8
Golbat,golbat,Gust,1,Flying,MissingInGen9FromEarlierGen,8
Golbat,golbat,Wing Attack,1,Flying,MissingInGen9FromEarlierGen,7
Golbat,golbat,Whirlwind,1,Normal,MissingInGen9FromEarlierGen,7
Golbat,golbat,Bite,34,Dark,MissingInGen9FromEarlierGen,8
Golbat,golbat,Bite,1,Dark,EarlyAndLaterPair,8
Golbat,golbat,Supersonic,1,Normal,MissingInGen9FromEarlierGen,8
Golbat,golbat,Absorb,1,Grass,MissingInGen9FromEarlierGen,8
Golbat,golbat,Toxic,40,Poison,MissingInGen9FromEarlierGen,7
Golbat,golbat,Hypnosis,6,Psychic,MissingInGen9FromEarlierGen,8
Golbat,golbat,Quick Attack,1,Normal,MissingInGen9FromEarlierGen,7
Golbat,golbat,Screech,1,Normal,MissingInGen9FromEarlierGen,8
Golbat,golbat,Confuse Ray,55,Ghost,MissingInGen9FromEarlierGen,8
Golbat,golbat,Haze,41,Ice,MissingInGen9FromEarlierGen,8
Golbat,golbat,Leech Life,69,Bug,MissingInGen9FromEarlierGen,8
Golbat,golbat,Leech Life,1,Bug,EarlyAndLaterPair,8
Golbat,golbat,Mean Look,1,Normal,MissingInGen9FromEarlierGen,8
Golbat,golbat,Crunch,Evo,Dark,MissingInGen9FromEarlierGen,7
Golbat,golbat,Crunch,1,Dark,MissingInGen9FromEarlierGen,7
Golbat,golbat,Poison Fang,15,Poison,MissingInGen9FromEarlierGen,8
Golbat,golbat,Astonish,1,Ghost,MissingInGen9FromEarlierGen,8
Golbat,golbat,Air Cutter,27,Flying,MissingInGen9FromEarlierGen,8
Golbat,golbat,Air Slash,62,Flying,MissingInGen9FromEarlierGen,8
Golbat,golbat,Cross Poison,25,Poison,MissingInGen9FromEarlierGen,8
Golbat,golbat,Venoshock,48,Poison,MissingInGen9FromEarlierGen,8
Golbat,golbat,Quick Guard,20,Fighting,MissingInGen9FromEarlierGen,8
Golbat,golbat,Headbutt,,Normal,TM/HM,7
Golbat,golbat,Mega Drain,,Grass,TM/HM,7
Golbat,golbat,Agility,,Psychic,TM/HM,8
Golbat,golbat,Screech,,Normal,TM/HM,8
Golbat,golbat,Swift,,Normal,TM/HM,8
Golbat,golbat,Leech Life,,Bug,TM/HM,8
Golbat,golbat,Snore,,Normal,TM/HM,8
Golbat,golbat,Giga Drain,,Grass,TM/HM,8
Golbat,golbat,Endure,,Normal,TM/HM,8
Golbat,golbat,Crunch,,Dark,TM/HM,8
