Species,PokeAPIName,Move,Level,Type,Reason,SourceGen
Dewpider,dewpider,Skitter Smack,,Bug,TM/HM,9
Dewpider,dewpider,Skitter Smack,,Bug,Tutor,8
Dewpider,dewpider,Tera Blast,,Normal,TM/HM,9
Dewpider,dewpider,Pounce,,Bug,TM/HM,9
Dewpider,dewpider,Trailblaze,,Grass,TM/HM,9
Dewpider,dewpider,Chilling Water,,Water,TM/HM,9
Araquanid,araquanid,Bite,1,Dark,EarlyAndLaterPair,7
Araquanid,araquanid,Bubble,1,Water,MissingInGen9FromEarlierGen,7
Araquanid,araquanid,Spider Web,1,Bug,MissingInGen9FromEarlierGen,7
Araquanid,araquanid,Bug Bite,1,Bug,EarlyAndLaterPair,7
Araquanid,araquanid,Soak,1,Water,EarlyAndLaterPair,9
Araquanid,araquanid,Soak,32,Water,EarlyAndLaterPair,9
Araquanid,araquanid,Infestation,1,Bug,EarlyAndLaterPair,7
Araquanid,araquanid,Body Slam,,Normal,TM/HM,9
Araquanid,araquanid,Hydro Pump,,Water,TM/HM,9
Araquanid,araquanid,Hyper Beam,,Normal,TM/HM,9
Araquanid,araquanid,Leech Life,,Bug,TM/HM,9
Araquanid,araquanid,Snore,,Normal,TM/HM,8
Araquanid,araquanid,Scary Face,,Normal,TM/HM,9
Araquanid,araquanid,Icy Wind,,Ice,TM/HM,9
Araquanid,araquanid,Giga Drain,,Grass,TM/HM,9
Araquanid,araquanid,Endure,,Normal,TM/HM,9
Araquanid,araquanid,Crunch,,Dark,TM/HM,9
Araquanid,araquanid,Stockpile,,Normal,Egg,9
Araquanid,araquanid,Spit Up,,Normal,Egg,9
Araquanid,araquanid,Endeavor,,Normal,TM/HM,9
Araquanid,araquanid,Dive,,Water,TM/HM,8
Araquanid,araquanid,Iron Defense,,Steel,TM/HM,9
Araquanid,araquanid,Water Pulse,,Water,TM/HM,9
Araquanid,araquanid,Bug Buzz,,Bug,TM/HM,9
Araquanid,araquanid,Giga Impact,,Normal,TM/HM,9
Araquanid,araquanid,Bug Bite,,Bug,TM/HM,9
Araquanid,araquanid,Power Split,,Psychic,Egg,9
Araquanid,araquanid,Wonder Room,,Psychic,TM/HM,8
Araquanid,araquanid,Magic Room,,Psychic,TM/HM,8
Araquanid,araquanid,Sticky Web,,Bug,Egg,9
Araquanid,araquanid,Lunge,,Bug,TM/HM,9
Araquanid,araquanid,Liquidation,,Water,TM/HM,9
Araquanid,araquanid,Skitter Smack,,Bug,TM/HM,9
Araquanid,araquanid,Skitter Smack,,Bug,Tutor,8
Araquanid,araquanid,Tera Blast,,Normal,TM/HM,9
Araquanid,araquanid,Pounce,,Bug,TM/HM,9
Araquanid,araquanid,Trailblaze,,Grass,TM/HM,9
Araquanid,araquanid,Chilling Water,,Water,TM/HM,9
Fomantis,fomantis,Leafage,1,Grass,EarlyAndLaterPair,7
Fomantis,fomantis,Take Down,,Normal,TM/HM,9
Fomantis,fomantis,Leech Life,,Bug,TM/HM,9
Fomantis,fomantis,Snore,,Normal,TM/HM,8
Fomantis,fomantis,Giga Drain,,Grass,TM/HM,9
Fomantis,fomantis,Endure,,Normal,TM/HM,9
Fomantis,fomantis,Weather Ball,,Normal,TM/HM,9
Fomantis,fomantis,Bullet Seed,,Grass,TM/HM,9
Fomantis,fomantis,Magical Leaf,,Grass,TM/HM,9
Fomantis,fomantis,Leaf Blade,,Grass,TM/HM,8
Fomantis,fomantis,Worry Seed,,Grass,Egg,9
Fomantis,fomantis,Seed Bomb,,Grass,TM/HM,9
Fomantis,fomantis,Leaf Storm,,Grass,TM/HM,9
Fomantis,fomantis,Bug Bite,,Bug,TM/HM,9
Fomantis,fomantis,Petal Blizzard,,Grass,TM/HM,9
Fomantis,fomantis,Grassy Terrain,,Grass,TM/HM,9
Fomantis,fomantis,Grassy Glide,,Grass,TM/HM,9
Fomantis,fomantis,Grassy Glide,,Grass,Tutor,8
Fomantis,fomantis,Skitter Smack,,Bug,TM/HM,9
Fomantis,fomantis,Tera Blast,,Normal,TM/HM,9
Fomantis,fomantis,Trailblaze,,Grass,TM/HM,9
Lurantis,lurantis,Growth,1,Normal,EarlyAndLaterPair,7
Lurantis,lurantis,Razor Leaf,1,Grass,EarlyAndLaterPair,9
Lurantis,lurantis,Razor Leaf,15,Grass,EarlyAndLaterPair,9
Lurantis,lurantis,Ingrain,1,Grass,EarlyAndLaterPair,7
Lurantis,lurantis,X-Scissor,1,Bug,EarlyAndLaterPair,9
Lurantis,lurantis,X-Scissor,30,Bug,EarlyAndLaterPair,9
Lurantis,lurantis,Dual Chop,1,Dragon,MissingInGen9FromEarlierGen,8
Lurantis,lurantis,Leafage,1,Grass,EarlyAndLaterPair,7
Lurantis,lurantis,Take Down,,Normal,TM/HM,9
Lurantis,lurantis,Leech Life,,Bug,TM/HM,9
Lurantis,lurantis,Snore,,Normal,TM/HM,8
Lurantis,lurantis,Scary Face,,Normal,TM/HM,9
Lurantis,lurantis,Giga Drain,,Grass,TM/HM,9
Lurantis,lurantis,Endure,,Normal,TM/HM,9
Lurantis,lurantis,Rain Dance,,Water,TM/HM,9
Lurantis,lurantis,Superpower,,Fighting,TM/HM,8
Lurantis,lurantis,Knock Off,,Dark,TM/HM,9
Lurantis,lurantis,Weather Ball,,Normal,TM/HM,9
Lurantis,lurantis,Bullet Seed,,Grass,TM/HM,9
Lurantis,lurantis,Magical Leaf,,Grass,TM/HM,9
Lurantis,lurantis,Leaf Blade,,Grass,TM/HM,8
Lurantis,lurantis,Seed Bomb,,Grass,TM/HM,9
Lurantis,lurantis,Psycho Cut,,Psychic,TM/HM,8
Lurantis,lurantis,Leaf Storm,,Grass,TM/HM,9
Lurantis,lurantis,Cross Poison,,Poison,TM/HM,8
Lurantis,lurantis,Bug Bite,,Bug,TM/HM,9
Lurantis,lurantis,Petal Blizzard,,Grass,TM/HM,9
Lurantis,lurantis,Grassy Terrain,,Grass,TM/HM,9
Lurantis,lurantis,Solar Blade,,Grass,TM/HM,9
Lurantis,lurantis,Pollen Puff,,Bug,TM/HM,9
Lurantis,lurantis,Grassy Glide,,Grass,TM/HM,9
Lurantis,lurantis,Grassy Glide,,Grass,Tutor,8
Lurantis,lurantis,Skitter Smack,,Bug,TM/HM,9
Lurantis,lurantis,Tera Blast,,Normal,TM/HM,9
Lurantis,lurantis,Trailblaze,,Grass,TM/HM,9
Morelull,morelull,Mega Drain,12,Grass,MissingInGen9FromEarlierGen,8
Morelull,morelull,Sleep Powder,16,Grass,MissingInGen9FromEarlierGen,8
Morelull,morelull,Confuse Ray,4,Ghost,MissingInGen9FromEarlierGen,8
Morelull,morelull,Dream Eater,44,Psychic,MissingInGen9FromEarlierGen,8
Morelull,morelull,Giga Drain,28,Grass,MissingInGen9FromEarlierGen,8
Morelull,morelull,Moonlight,20,Fairy,MissingInGen9FromEarlierGen,8
Morelull,morelull,Ingrain,8,Grass,MissingInGen9FromEarlierGen,8
Morelull,morelull,Astonish,1,Ghost,MissingInGen9FromEarlierGen,8
Morelull,morelull,Moonblast,40,Fairy,MissingInGen9FromEarlierGen,8
Morelull,morelull,Dazzling Gleam,32,Fairy,MissingInGen9FromEarlierGen,8
Morelull,morelull,Strength Sap,25,Grass,MissingInGen9FromEarlierGen,8
Morelull,morelull,Amnesia,,Psychic,TM/HM,8
Morelull,morelull,Snore,,Normal,TM/HM,8
Morelull,morelull,Giga Drain,,Grass,TM/HM,8
Morelull,morelull,Endure,,Normal,TM/HM,8
Morelull,morelull,Seed Bomb,,Grass,TM/HM,8
Morelull,morelull,Wonder Room,,Psychic,TM/HM,8
Morelull,morelull,Magic Room,,Psychic,TM/HM,8
Morelull,morelull,Draining Kiss,,Fairy,TM/HM,8
Morelull,morelull,Pollen Puff,,Bug,TM/HM,8
Shiinotic,shiinotic,Absorb,1,Grass,MissingInGen9FromEarlierGen,8
Shiinotic,shiinotic,Mega Drain,12,Grass,MissingInGen9FromEarlierGen,8
Shiinotic,shiinotic,Sleep Powder,16,Grass,MissingInGen9FromEarlierGen,8
Shiinotic,shiinotic,Confuse Ray,1,Ghost,MissingInGen9FromEarlierGen,8
Shiinotic,shiinotic,Dream Eater,56,Psychic,MissingInGen9FromEarlierGen,8
Shiinotic,shiinotic,Spore,44,Grass,MissingInGen9FromEarlierGen,8
Shiinotic,shiinotic,Flash,1,Normal,MissingInGen9FromEarlierGen,7
Shiinotic,shiinotic,Giga Drain,32,Grass,MissingInGen9FromEarlierGen,8
Shiinotic,shiinotic,Moonlight,20,Fairy,MissingInGen9FromEarlierGen,8
Shiinotic,shiinotic,Ingrain,1,Grass,MissingInGen9FromEarlierGen,8
Shiinotic,shiinotic,Astonish,1,Ghost,MissingInGen9FromEarlierGen,8
Shiinotic,shiinotic,Moonblast,50,Fairy,MissingInGen9FromEarlierGen,8
Shiinotic,shiinotic,Dazzling Gleam,38,Fairy,MissingInGen9FromEarlierGen,8
Shiinotic,shiinotic,Strength Sap,27,Grass,MissingInGen9FromEarlierGen,8
Shiinotic,shiinotic,Hyper Beam,,Normal,TM/HM,8
Shiinotic,shiinotic,Amnesia,,Psychic,TM/HM,8
Shiinotic,shiinotic,Snore,,Normal,TM/HM,8
Shiinotic,shiinotic,Giga Drain,,Grass,TM/HM,8
Shiinotic,shiinotic,Endure,,Normal,TM/HM,8
Shiinotic,shiinotic,Rain Dance,,Water,TM/HM,8
Shiinotic,shiinotic,Weather Ball,,Normal,TM/HM,8
Shiinotic,shiinotic,Seed Bomb,,Grass,TM/HM,8
Shiinotic,shiinotic,Drain Punch,,Fighting,TM/HM,8
Shiinotic,shiinotic,Wonder Room,,Psychic,TM/HM,8
Shiinotic,shiinotic,Magic Room,,Psychic,TM/HM,8
Shiinotic,shiinotic,Draining Kiss,,Fairy,TM/HM,8
Shiinotic,shiinotic,Pollen Puff,,Bug,TM/HM,8
Salandit,salandit,Take Down,,Normal,TM/HM,9
Salandit,salandit,Thunder Wave,,Electric,TM/HM,9
Salandit,salandit,Agility,,Psychic,TM/HM,9
Salandit,salandit,Swift,,Normal,TM/HM,9
Salandit,salandit,Leech Life,,Bug,TM/HM,9
Salandit,salandit,Snore,,Normal,TM/HM,8
Salandit,salandit,Scary Face,,Normal,TM/HM,9
Salandit,salandit,Mud Slap,,Ground,TM/HM,9
Salandit,salandit,Mud Slap,,Ground,Egg,9
Salandit,salandit,Endure,,Normal,TM/HM,9
Salandit,salandit,Iron Tail,,Steel,TM/HM,8
Salandit,salandit,Sunny Day,,Fire,TM/HM,9
Salandit,salandit,Beat Up,,Dark,TM/HM,8
Salandit,salandit,Heat Wave,,Fire,TM/HM,9
Salandit,salandit,Helping Hand,,Normal,TM/HM,9
Salandit,salandit,Knock Off,,Dark,TM/HM,9
Salandit,salandit,Endeavor,,Normal,TM/HM,9
Salandit,salandit,Poison Tail,,Poison,TM/HM,9
Salandit,salandit,Toxic Spikes,,Poison,TM/HM,9
Salandit,salandit,Flare Blitz,,Fire,TM/HM,9
Salandit,salandit,Dragon Pulse,,Dragon,TM/HM,9
Salandit,salandit,Nasty Plot,,Dark,TM/HM,9
Salandit,salandit,Fire Fang,,Fire,TM/HM,9
Salandit,salandit,Gunk Shot,,Poison,TM/HM,9
Salandit,salandit,Acid Spray,,Poison,TM/HM,9
Salandit,salandit,Foul Play,,Dark,TM/HM,9
Salandit,salandit,Venom Drench,,Poison,TM/HM,8
Salandit,salandit,Scale Shot,,Dragon,TM/HM,9
Salandit,salandit,Scale Shot,,Dragon,Tutor,8
Salandit,salandit,Skitter Smack,,Bug,TM/HM,9
Salandit,salandit,Skitter Smack,,Bug,Tutor,8
Salandit,salandit,Burning Jealousy,,Fire,TM/HM,9
Salandit,salandit,Tera Blast,,Normal,TM/HM,9
Salandit,salandit,Trailblaze,,Grass,TM/HM,9
Salandit,salandit,Temper Flare,,Fire,TM/HM,9
Salazzle,salazzle,Ember,1,Fire,EarlyAndLaterPair,7
Salazzle,salazzle,Smog,1,Poison,EarlyAndLaterPair,7
Salazzle,salazzle,Sweet Scent,1,Normal,EarlyAndLaterPair,9
Salazzle,salazzle,Sweet Scent,20,Normal,EarlyAndLaterPair,9
Salazzle,salazzle,Captivate,1,Normal,MissingInGen9FromEarlierGen,7
Salazzle,salazzle,Body Slam,,Normal,TM/HM,9
Salazzle,salazzle,Take Down,,Normal,TM/HM,9
Salazzle,salazzle,Hyper Beam,,Normal,TM/HM,9
Salazzle,salazzle,Thunder Wave,,Electric,TM/HM,9
Salazzle,salazzle,Agility,,Psychic,TM/HM,9
Salazzle,salazzle,Swift,,Normal,TM/HM,9
Salazzle,salazzle,Leech Life,,Bug,TM/HM,9
Salazzle,salazzle,Snore,,Normal,TM/HM,8
Salazzle,salazzle,Scary Face,,Normal,TM/HM,9
Salazzle,salazzle,Mud Slap,,Ground,TM/HM,9
Salazzle,salazzle,Endure,,Normal,TM/HM,9
Salazzle,salazzle,Encore,,Normal,TM/HM,9
Salazzle,salazzle,Iron Tail,,Steel,TM/HM,8
Salazzle,salazzle,Sunny Day,,Fire,TM/HM,9
Salazzle,salazzle,Beat Up,,Dark,TM/HM,8
Salazzle,salazzle,Heat Wave,,Fire,TM/HM,9
Salazzle,salazzle,Helping Hand,,Normal,TM/HM,9
Salazzle,salazzle,Knock Off,,Dark,TM/HM,9
Salazzle,salazzle,Endeavor,,Normal,TM/HM,9
Salazzle,salazzle,Hyper Voice,,Normal,TM/HM,9
Salazzle,salazzle,Fake Tears,,Dark,TM/HM,9
Salazzle,salazzle,Poison Tail,,Poison,TM/HM,9
Salazzle,salazzle,Dragon Dance,,Dragon,TM/HM,9
Salazzle,salazzle,Toxic Spikes,,Poison,TM/HM,9
Salazzle,salazzle,Flare Blitz,,Fire,TM/HM,9
Salazzle,salazzle,Dragon Pulse,,Dragon,TM/HM,9
Salazzle,salazzle,Giga Impact,,Normal,TM/HM,9
Salazzle,salazzle,Nasty Plot,,Dark,TM/HM,9
Salazzle,salazzle,Fire Fang,,Fire,TM/HM,9
Salazzle,salazzle,Cross Poison,,Poison,TM/HM,8
Salazzle,salazzle,Gunk Shot,,Poison,TM/HM,9
Salazzle,salazzle,Acid Spray,,Poison,TM/HM,9
Salazzle,salazzle,Foul Play,,Dark,TM/HM,9
Salazzle,salazzle,Venom Drench,,Poison,TM/HM,8
Salazzle,salazzle,Breaking Swipe,,Dragon,TM/HM,9
Salazzle,salazzle,Scale Shot,,Dragon,TM/HM,9
Salazzle,salazzle,Scale Shot,,Dragon,Tutor,8
Salazzle,salazzle,Skitter Smack,,Bug,TM/HM,9
Salazzle,salazzle,Skitter Smack,,Bug,Tutor,8
Salazzle,salazzle,Burning Jealousy,,Fire,TM/HM,9
Salazzle,salazzle,Corrosive Gas,,Poison,Tutor,8
Salazzle,salazzle,Tera Blast,,Normal,TM/HM,9
Salazzle,salazzle,Trailblaze,,Grass,TM/HM,9
Salazzle,salazzle,Dragon Cheer,,Dragon,TM/HM,9
Salazzle,salazzle,Temper Flare,,Fire,TM/HM,9
Stufful,stufful,Take Down,24,Normal,MissingInGen9FromEarlierGen,8
Stufful,stufful,Thrash,36,Normal,MissingInGen9FromEarlierGen,8
Stufful,stufful,Double-Edge,44,Normal,MissingInGen9FromEarlierGen,8
Stufful,stufful,Strength,20,Normal,MissingInGen9FromEarlierGen,8
Stufful,stufful,Flail,28,Normal,MissingInGen9FromEarlierGen,8
Stufful,stufful,Endure,16,Normal,MissingInGen9FromEarlierGen,8
Stufful,stufful,Pain Split,40,Normal,MissingInGen9FromEarlierGen,8
Stufful,stufful,Superpower,48,Fighting,MissingInGen9FromEarlierGen,8
Stufful,stufful,Payback,8,Dark,MissingInGen9FromEarlierGen,8
Stufful,stufful,Baby-Doll Eyes,4,Fairy,MissingInGen9FromEarlierGen,8
Stufful,stufful,Brutal Swing,12,Dark,MissingInGen9FromEarlierGen,8
Stufful,stufful,Mega Punch,,Normal,TM/HM,8
Stufful,stufful,Ice Punch,,Ice,TM/HM,8
Stufful,stufful,Thunder Punch,,Electric,TM/HM,8
Stufful,stufful,Stomp,,Normal,Egg,8
Stufful,stufful,Mega Kick,,Normal,TM/HM,8
Stufful,stufful,Defense Curl,,Normal,Egg,8
Stufful,stufful,Snore,,Normal,TM/HM,8
Stufful,stufful,Endure,,Normal,TM/HM,8
Stufful,stufful,Charm,,Fairy,TM/HM,8
Stufful,stufful,Rollout,,Rock,Egg,8
Stufful,stufful,Superpower,,Fighting,TM/HM,8
Stufful,stufful,Bulk Up,,Fighting,TM/HM,8
Stufful,stufful,Zen Headbutt,,Psychic,TM/HM,8
Stufful,stufful,Iron Head,,Steel,TM/HM,8
Stufful,stufful,Work Up,,Normal,TM/HM,8
Stufful,stufful,Brutal Swing,,Dark,TM/HM,8
Stufful,stufful,Stomping Tantrum,,Ground,TM/HM,8
Stufful,stufful,Coaching,,Fighting,Tutor,8
Bewear,bewear,Bind,1,Normal,MissingInGen9FromEarlierGen,8
Bewear,bewear,Tackle,1,Normal,MissingInGen9FromEarlierGen,8
Bewear,bewear,Take Down,24,Normal,MissingInGen9FromEarlierGen,8
Bewear,bewear,Thrash,42,Normal,MissingInGen9FromEarlierGen,8
Bewear,bewear,Double-Edge,54,Normal,MissingInGen9FromEarlierGen,8
Bewear,bewear,Leer,1,Normal,MissingInGen9FromEarlierGen,8
Bewear,bewear,Strength,20,Normal,MissingInGen9FromEarlierGen,8
Bewear,bewear,Flail,30,Normal,MissingInGen9FromEarlierGen,8
Bewear,bewear,Endure,16,Normal,MissingInGen9FromEarlierGen,8
Bewear,bewear,Pain Split,48,Normal,MissingInGen9FromEarlierGen,8
Bewear,bewear,Superpower,60,Fighting,MissingInGen9FromEarlierGen,8
Bewear,bewear,Payback,1,Dark,MissingInGen9FromEarlierGen,8
Bewear,bewear,Baby-Doll Eyes,1,Fairy,MissingInGen9FromEarlierGen,8
Bewear,bewear,Brutal Swing,12,Dark,MissingInGen9FromEarlierGen,8
Bewear,bewear,Mega Punch,,Normal,TM/HM,8
Bewear,bewear,Ice Punch,,Ice,TM/HM,8
Bewear,bewear,Thunder Punch,,Electric,TM/HM,8
Bewear,bewear,Mega Kick,,Normal,TM/HM,8
Bewear,bewear,Body Slam,,Normal,TM/HM,8
Bewear,bewear,Low Kick,,Fighting,TM/HM,8
Bewear,bewear,Snore,,Normal,TM/HM,8
Bewear,bewear,Reversal,,Fighting,TM/HM,8
Bewear,bewear,Endure,,Normal,TM/HM,8
Bewear,bewear,Charm,,Fairy,TM/HM,8
Bewear,bewear,Superpower,,Fighting,TM/HM,8
Bewear,bewear,Revenge,,Fighting,TM/HM,8
Bewear,bewear,Close Combat,,Fighting,TM/HM,8
Bewear,bewear,Drain Punch,,Fighting,TM/HM,8
Bewear,bewear,Zen Headbutt,,Psychic,TM/HM,8
Bewear,bewear,Iron Head,,Steel,TM/HM,8
Bewear,bewear,Work Up,,Normal,TM/HM,8
Bewear,bewear,Darkest Lariat,,Dark,TM/HM,8
Bewear,bewear,High Horsepower,,Ground,TM/HM,8
Bewear,bewear,Brutal Swing,,Dark,TM/HM,8
Bewear,bewear,Stomping Tantrum,,Ground,TM/HM,8
Bewear,bewear,Body Press,,Fighting,TM/HM,8
Bewear,bewear,Coaching,,Fighting,Tutor,8
Bounsweet,bounsweet,Aromatherapy,36,Grass,MissingInGen9FromEarlierGen,8
Bounsweet,bounsweet,Take Down,,Normal,TM/HM,9
Bounsweet,bounsweet,Swift,,Normal,TM/HM,9
Bounsweet,bounsweet,Snore,,Normal,TM/HM,8
Bounsweet,bounsweet,Giga Drain,,Grass,TM/HM,9
Bounsweet,bounsweet,Endure,,Normal,TM/HM,9
Bounsweet,bounsweet,Charm,,Fairy,TM/HM,9
Bounsweet,bounsweet,Helping Hand,,Normal,TM/HM,9
Bounsweet,bounsweet,Endeavor,,Normal,TM/HM,9
Bounsweet,bounsweet,Endeavor,,Normal,Egg,9
Bounsweet,bounsweet,Bullet Seed,,Grass,TM/HM,9
Bounsweet,bounsweet,Bounce,,Flying,TM/HM,8
Bounsweet,bounsweet,Magical Leaf,,Grass,TM/HM,9
Bounsweet,bounsweet,Seed Bomb,,Grass,TM/HM,9
Bounsweet,bounsweet,Zen Headbutt,,Psychic,TM/HM,9
Bounsweet,bounsweet,Leaf Storm,,Grass,TM/HM,9
Bounsweet,bounsweet,Draining Kiss,,Fairy,TM/HM,9
Bounsweet,bounsweet,Grassy Terrain,,Grass,TM/HM,9
Bounsweet,bounsweet,Play Rough,,Fairy,TM/HM,9
Bounsweet,bounsweet,Grassy Glide,,Grass,TM/HM,9
Bounsweet,bounsweet,Grassy Glide,,Grass,Tutor,8
Bounsweet,bounsweet,Tera Blast,,Normal,TM/HM,9
Bounsweet,bounsweet,Trailblaze,,Grass,TM/HM,9
Steenee,steenee,Double Slap,1,Normal,MissingInGen9FromEarlierGen,7
Steenee,steenee,Razor Leaf,1,Grass,EarlyAndLaterPair,7
Steenee,steenee,Rapid Spin,1,Normal,EarlyAndLaterPair,7
Steenee,steenee,Aromatherapy,46,Grass,MissingInGen9FromEarlierGen,8
Steenee,steenee,Play Nice,1,Normal,EarlyAndLaterPair,7
Steenee,steenee,Take Down,,Normal,TM/HM,9
Steenee,steenee,Swift,,Normal,TM/HM,9
Steenee,steenee,Snore,,Normal,TM/HM,8
Steenee,steenee,Giga Drain,,Grass,TM/HM,9
Steenee,steenee,Endure,,Normal,TM/HM,9
Steenee,steenee,Charm,,Fairy,TM/HM,9
Steenee,steenee,Helping Hand,,Normal,TM/HM,9
Steenee,steenee,Endeavor,,Normal,TM/HM,9
Steenee,steenee,Bullet Seed,,Grass,TM/HM,9
Steenee,steenee,Bounce,,Flying,TM/HM,8
Steenee,steenee,Magical Leaf,,Grass,TM/HM,9
Steenee,steenee,Seed Bomb,,Grass,TM/HM,9
Steenee,steenee,Zen Headbutt,,Psychic,TM/HM,9
Steenee,steenee,Leaf Storm,,Grass,TM/HM,9
Steenee,steenee,Petal Blizzard,,Grass,TM/HM,9
Steenee,steenee,Draining Kiss,,Fairy,TM/HM,9
Steenee,steenee,Grassy Terrain,,Grass,TM/HM,9
Steenee,steenee,Play Rough,,Fairy,TM/HM,9
Steenee,steenee,Grassy Glide,,Grass,TM/HM,9
Steenee,steenee,Grassy Glide,,Grass,Tutor,8
Steenee,steenee,Triple Axel,,Ice,TM/HM,9
Steenee,steenee,Triple Axel,,Ice,Tutor,8
Steenee,steenee,Tera Blast,,Normal,TM/HM,9
Steenee,steenee,Trailblaze,,Grass,TM/HM,9
Tsareena,tsareena,Double Slap,1,Normal,MissingInGen9FromEarlierGen,7
Tsareena,tsareena,Razor Leaf,1,Grass,EarlyAndLaterPair,7
Tsareena,tsareena,Swagger,1,Normal,EarlyAndLaterPair,7
Tsareena,tsareena,Rapid Spin,1,Normal,EarlyAndLaterPair,7
Tsareena,tsareena,Aromatherapy,46,Grass,MissingInGen9FromEarlierGen,8
Tsareena,tsareena,Punishment,1,Dark,MissingInGen9FromEarlierGen,7
Tsareena,tsareena,Power Whip,1,Grass,EarlyAndLaterPair,7
Tsareena,tsareena,Mega Kick,,Normal,TM/HM,8
Tsareena,tsareena,Take Down,,Normal,TM/HM,9
Tsareena,tsareena,Hyper Beam,,Normal,TM/HM,9
Tsareena,tsareena,Low Kick,,Fighting,TM/HM,9
Tsareena,tsareena,Swift,,Normal,TM/HM,9
Tsareena,tsareena,Snore,,Normal,TM/HM,8
Tsareena,tsareena,Giga Drain,,Grass,TM/HM,9
Tsareena,tsareena,Endure,,Normal,TM/HM,9
Tsareena,tsareena,Charm,,Fairy,TM/HM,9
Tsareena,tsareena,Taunt,,Dark,TM/HM,9
Tsareena,tsareena,Helping Hand,,Normal,TM/HM,9
Tsareena,tsareena,Knock Off,,Dark,TM/HM,9
Tsareena,tsareena,Endeavor,,Normal,TM/HM,9
Tsareena,tsareena,Bullet Seed,,Grass,TM/HM,9
Tsareena,tsareena,Bounce,,Flying,TM/HM,8
Tsareena,tsareena,Magical Leaf,,Grass,TM/HM,9
Tsareena,tsareena,Seed Bomb,,Grass,TM/HM,9
Tsareena,tsareena,Zen Headbutt,,Psychic,TM/HM,9
Tsareena,tsareena,Leaf Storm,,Grass,TM/HM,9
Tsareena,tsareena,Power Whip,,Grass,TM/HM,8
Tsareena,tsareena,Petal Blizzard,,Grass,TM/HM,9
Tsareena,tsareena,Draining Kiss,,Fairy,TM/HM,9
Tsareena,tsareena,Grassy Terrain,,Grass,TM/HM,9
Tsareena,tsareena,Play Rough,,Fairy,TM/HM,9
Tsareena,tsareena,Solar Blade,,Grass,TM/HM,9
Tsareena,tsareena,Grassy Glide,,Grass,TM/HM,9
Tsareena,tsareena,Grassy Glide,,Grass,Tutor,8
Tsareena,tsareena,Triple Axel,,Ice,TM/HM,9
Tsareena,tsareena,Triple Axel,,Ice,Tutor,8
Tsareena,tsareena,Tera Blast,,Normal,TM/HM,9
Tsareena,tsareena,Trailblaze,,Grass,TM/HM,9
Comfey,comfey,Vine Whip,3,Grass,EarlyAndLaterPair,9
Comfey,comfey,Wrap,1,Normal,EarlyAndLaterPair,7
Comfey,comfey,Growth,1,Normal,EarlyAndLaterPair,7
Comfey,comfey,Helping Hand,6,Normal,EarlyAndLaterPair,9
Comfey,comfey,Aromatherapy,36,Grass,MissingInGen9FromEarlierGen,8
Comfey,comfey,Flower Shield,12,Fairy,MissingInGen9FromEarlierGen,8
Comfey,comfey,Swift,,Normal,TM/HM,9
Comfey,comfey,Amnesia,,Psychic,TM/HM,9
Comfey,comfey,Snore,,Normal,TM/HM,8
Comfey,comfey,Giga Drain,,Grass,TM/HM,9
Comfey,comfey,Endure,,Normal,TM/HM,9
Comfey,comfey,Charm,,Fairy,TM/HM,9
Comfey,comfey,Pain Split,,Normal,TM/HM,9
Comfey,comfey,Encore,,Normal,TM/HM,9
Comfey,comfey,Helping Hand,,Normal,TM/HM,9
Comfey,comfey,Trick,,Psychic,TM/HM,9
Comfey,comfey,Knock Off,,Dark,TM/HM,9
Comfey,comfey,Bullet Seed,,Grass,TM/HM,9
Comfey,comfey,Magical Leaf,,Grass,TM/HM,9
Comfey,comfey,Tailwind,,Flying,TM/HM,9
Comfey,comfey,Worry Seed,,Grass,Egg,9
Comfey,comfey,Seed Bomb,,Grass,TM/HM,9
Comfey,comfey,Stored Power,,Psychic,TM/HM,9
Comfey,comfey,Ally Switch,,Psychic,TM/HM,8
Comfey,comfey,Leaf Tornado,,Grass,Egg,8
Comfey,comfey,Petal Blizzard,,Grass,TM/HM,9
Comfey,comfey,Disarming Voice,,Fairy,TM/HM,9
Comfey,comfey,Draining Kiss,,Fairy,TM/HM,9
Comfey,comfey,Grassy Terrain,,Grass,TM/HM,9
Comfey,comfey,Play Rough,,Fairy,TM/HM,9
Comfey,comfey,Pollen Puff,,Bug,TM/HM,9
Comfey,comfey,Grassy Glide,,Grass,TM/HM,9
Comfey,comfey,Grassy Glide,,Grass,Tutor,8
Comfey,comfey,Tera Blast,,Normal,TM/HM,9
Comfey,comfey,Trailblaze,,Grass,TM/HM,9
Comfey,comfey,Alluring Voice,,Fairy,TM/HM,9
Oranguru,oranguru,Feint Attack,22,Dark,MissingInGen9FromEarlierGen,7
Oranguru,oranguru,Taunt,1,Dark,EarlyAndLaterPair,7
Oranguru,oranguru,Mega Punch,,Normal,TM/HM,8
Oranguru,oranguru,Mega Kick,,Normal,TM/HM,8
Oranguru,oranguru,Body Slam,,Normal,TM/HM,9
Oranguru,oranguru,Take Down,,Normal,TM/HM,9
Oranguru,oranguru,Psybeam,,Psychic,TM/HM,9
Oranguru,oranguru,Hyper Beam,,Normal,TM/HM,9
Oranguru,oranguru,Swift,,Normal,TM/HM,9
Oranguru,oranguru,Dream Eater,,Psychic,Egg,9
Oranguru,oranguru,Snore,,Normal,TM/HM,8
